course_id,short_name,long_name,term_id,status,account_id
12MAA_COMBINED_PLAN1617,12MAA_COMBINED_PLAN1617,12MAA_COMBINED_PLAN1617,PLANNING_16_17,active,
08HPE_COMBINED_PLAN1617,08HPE_COMBINED_PLAN1617,08HPE_COMBINED_PLAN1617,PLANNING_16_17,active,
07SCI_COMBINED_PLAN1617,07SCI_COMBINED_PLAN1617,07SCI_COMBINED_PLAN1617,PLANNING_16_17,active,
11BIO_COMBINED_PLAN1617,11BIO_COMBINED_PLAN1617,11BIO_COMBINED_PLAN1617,PLANNING_16_17,active,
09HPE_COMBINED_PLAN1617,09HPE_COMBINED_PLAN1617,09HPE_COMBINED_PLAN1617,PLANNING_16_17,active,
11LST_COMBINED_PLAN1617,11LST_COMBINED_PLAN1617,11LST_COMBINED_PLAN1617,PLANNING_16_17,active,
10SEL_COMBINED_PLAN1617,10SEL_COMBINED_PLAN1617,10SEL_COMBINED_PLAN1617,PLANNING_16_17,active,
10HPE_COMBINED_PLAN1617,10HPE_COMBINED_PLAN1617,10HPE_COMBINED_PLAN1617,PLANNING_16_17,active,
11ACC_COMBINED_PLAN1617,11ACC_COMBINED_PLAN1617,11ACC_COMBINED_PLAN1617,PLANNING_16_17,active,
11CHE_COMBINED_PLAN1617,11CHE_COMBINED_PLAN1617,11CHE_COMBINED_PLAN1617,PLANNING_16_17,active,
12SIS310C_COMBINED_PLAN1617,12SIS310C_COMBINED_PLAN1617,12SIS310C_COMBINED_PLAN1617,PLANNING_16_17,active,
11SCI21_COMBINED_PLAN1617,11SCI21_COMBINED_PLAN1617,11SCI21_COMBINED_PLAN1617,PLANNING_16_17,active,
09SCI_COMBINED_PLAN1617,09SCI_COMBINED_PLAN1617,09SCI_COMBINED_PLAN1617,PLANNING_16_17,active,
12ACC_COMBINED_PLAN1617,12ACC_COMBINED_PLAN1617,12ACC_COMBINED_PLAN1617,PLANNING_16_17,active,
12BIO_COMBINED_PLAN1617,12BIO_COMBINED_PLAN1617,12BIO_COMBINED_PLAN1617,PLANNING_16_17,active,
12SCI21_COMBINED_PLAN1617,12SCI21_COMBINED_PLAN1617,12SCI21_COMBINED_PLAN1617,PLANNING_16_17,active,
